,geo_adj_score,cell_type
248,0.307481698739219,Alpha
249,0.560775245432514,Alpha
250,0.0609224259888696,Beta
251,0.664411548313085,Alpha
252,0.133017675871469,Alpha
253,0.238827656151772,Alpha
254,1.30618891695005,Acinar
255,0.413119163132417,Beta
256,0.83502956369895,Beta
257,0.360921691888682,Alpha
258,0.941641109662404,Beta
259,0.114951558211425,Beta
260,0.230656924419901,Alpha
261,0.784468476357625,Beta
262,0.706702315979595,Alpha
263,0.440713820718535,Alpha
264,0.334500935207185,Beta
265,0.602496333116536,Alpha
266,1.04253030811419,Stellate
267,1.3776766243875,Acinar
268,1.29751524669455,Acinar
269,1.13362659652697,Ductal
270,1.1391143940405,Ductal
271,1.02383683106036,Acinar
272,1.0635763780925,Ductal
273,1.11388463937695,Ductal
274,0.950094085716932,Alpha
275,1.10816740079253,Acinar
276,1.1257482833762,Acinar
277,1.03952896279054,Acinar
278,0.979202651175076,Stellate
279,1.17579934746374,Acinar
280,0.869692293724133,Beta
281,1.0584771677082,Stellate
282,0.914164233281942,Alpha
283,1.12377264623484,Acinar
284,1.19636633659161,Ductal
285,0.813212269413376,Beta
286,0.901291400189983,Beta
287,1.04732722175304,Stellate
288,1.09496714629811,Acinar
289,0.948944908833835,Stellate
290,0.801990840409299,Alpha
291,0.833772155602207,Alpha
292,1.0882723257817,Acinar
293,0.95135346517263,Beta
294,0.751607756246532,Alpha
295,0.849178579124027,Beta
296,1.05896187889398,Beta
297,0.967729582401225,Alpha
298,0.894556728880866,Beta
299,0.751620718359018,Alpha
300,1.04636736006735,Alpha
301,1.28748562101878,Acinar
302,1.17119213002763,Stellate
303,0.847476442200318,Alpha
304,0.903764439163225,Beta
305,0.747309876114788,Beta
306,1.10591307711142,Beta
307,0.939550876663479,Beta
308,0.831968052480569,Beta
309,1.05631066120953,Alpha
310,0.738739849177917,Alpha
311,1.3262607915709,Ductal
312,0.715496612759814,Beta
313,0.87467064645163,Alpha
314,0.773345451579571,Beta
315,1.27017092834486,Acinar
316,0.961882558969423,Beta
317,0.889464988584397,Beta
318,0.790477966451445,Beta
319,0.70887804293465,Alpha
320,0.582211791093382,Alpha
321,0.477003149671776,Alpha
322,0.368713760596511,Alpha
323,0.285735659133549,Beta
324,0.199076927470473,Beta
325,0.314929787029388,Alpha
326,0.448174547203648,Beta
327,0.62858859786446,Beta
328,0.213467153565725,Alpha
329,0.380245347159357,Alpha
330,1.03503882889813,Stellate
331,0.594017276156727,Alpha
332,0.631167231635122,Beta
333,0.229878339743511,Beta
334,0.272928367723846,Alpha
335,0.682813266441083,Beta
336,1.21513710519674,Acinar
337,0.494255927569182,Alpha
338,0.764003872472389,Beta
339,0.338299940960903,Stellate
340,0.563874454030526,Alpha
341,0.880640659076992,Alpha
342,0.282089228019844,Alpha
343,0.335263692953726,Beta
344,0.53137409931183,Stellate
345,0.679340201320779,Beta
346,0.666895155736829,Beta
347,0.581500503812187,Stellate
348,0.405520998388559,Alpha
349,0.406012176776234,Alpha
350,0.368025717420267,Alpha
351,0.734293135172477,Alpha
352,0.482663454203447,Beta
353,0.826864595288744,Alpha
354,1.22309621423333,Ductal
355,0.563477726978814,Beta
356,0.630894416743545,Alpha
357,0.441254302915042,Beta
358,0.501676579703392,Alpha
359,0.416140775600157,Alpha
360,1.28016979727964,Ductal
361,0.52841624306813,Alpha
362,0.772153986904989,Alpha
363,0.436775055603857,Alpha
364,0.719346401195694,Beta
365,0.587249605380806,Alpha
366,0.781385718570248,Alpha
367,0.512979513359145,Beta
368,1.0614722636134,Acinar
369,0.675318714811275,Alpha
370,0.729310211412401,Beta
371,0.613437891711452,Beta
372,0.524154663734621,Alpha
373,0.489445929397064,Alpha
374,0.823078309408096,Beta
375,0.994781555337147,Acinar
376,1.26640998346507,Ductal
377,0.836103481318903,Alpha
378,0.527732440382257,Alpha
379,0.544183048438257,Beta
380,0.572440289607805,Stellate
381,1.19668118522616,Acinar
382,0.839650420618529,Alpha
383,0.760148807093185,Alpha
384,0.618050425517178,Alpha
385,0.690700235559442,Beta
386,0.613311211702146,Beta
387,1.05007131140122,Acinar
388,0.764493387043123,Beta
389,0.749292771486171,Alpha
390,0.642691373128364,Beta
391,0.843097386948063,Alpha
392,0.70755219700855,Alpha
393,0.993007671114368,Alpha
394,1.17718615334969,Acinar
395,0.64681821522457,Alpha
396,0.682978371711026,Alpha
397,0.692217542387069,Stellate
398,1.08463318272302,Acinar
399,0.710314624607903,Alpha
400,0.797916724626111,Beta
401,0.967793284407936,Alpha
402,0.703268674949112,Beta
403,0.811617456005223,Beta
404,0.762136680469389,Beta
405,0.948930087732567,Alpha
406,0.713910909279313,Alpha
407,0.880780348173744,Beta
408,1.20617781551465,Ductal
409,0.772873668007147,Beta
410,0.958312418921405,Alpha
411,0.766410989579123,Alpha
412,0.755005973948706,Alpha
413,0.820770789929074,Alpha
414,1.15682353436066,Stellate
