,Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significance,color
ARHGAP35,ARHGAP35,6705.67633790079,0.092317568382643,0.0887820322062212,1.039822654298,0.29842230201109,0.999982363306687,Not Significant,grey
ARHGAP39,ARHGAP39,478.292650714451,-0.0841647414412886,0.222047378987127,-0.37903956275101,0.704658485179043,0.999982363306687,Not Significant,grey
ARHGAP4,ARHGAP4,152.553417644426,-0.0804413491669784,0.376060216840024,-0.213905501206468,0.830620750180818,0.999982363306687,Not Significant,grey
ARHGAP42,ARHGAP42,635.88509731527,-0.259052930179768,0.194756255289,-1.33013920295067,0.183472411037178,0.999982363306687,Not Significant,grey
ARHGAP44,ARHGAP44,2265.40851438569,0.0674115478520818,0.125062966975045,0.539020858712979,0.589872461953237,0.999982363306687,Not Significant,grey
ARHGAP45,ARHGAP45,209.621378907044,0.286705516373441,0.330681646377725,0.867013695843129,0.385934505587299,0.999982363306687,Not Significant,grey
ARHGAP5,ARHGAP5,6523.220628088,0.0662962783261982,0.0952885843125227,0.695742084999007,0.486590364527082,0.999982363306687,Not Significant,grey
ARHGAP5-AS1,ARHGAP5-AS1,185.984337497464,-0.0706831507053165,0.344092143475027,-0.205419251923275,0.837244580128955,0.999982363306687,Not Significant,grey
ARHGAP6,ARHGAP6,121.080346379327,-0.258033148248595,0.435678422056928,-0.592255974097517,0.553679192315638,0.999982363306687,Not Significant,grey
ARHGAP9,ARHGAP9,56.6233207808531,-0.179871818016565,0.640317135732088,-0.280910517584249,0.778779033475707,0.999982363306687,Not Significant,grey
ARHGDIA,ARHGDIA,5942.60277366076,-0.119555361356914,0.0935748632714478,-1.27764398661316,0.20137498359712,0.999982363306687,Not Significant,grey
ARHGDIB,ARHGDIB,464.675541064974,0.124709972037576,0.234117077980461,0.532682079895019,0.594253673038948,0.999982363306687,Not Significant,grey
ARHGEF1,ARHGEF1,1596.6438388755,0.129569368046809,0.134321558418804,0.964620791867393,0.334734781431124,0.999982363306687,Not Significant,grey
ARHGEF10,ARHGEF10,500.286714733163,-0.230589200175531,0.21622265173525,-1.06644330889935,0.286223292844061,0.999982363306687,Not Significant,grey
ARHGEF10L,ARHGEF10L,5086.17790952087,0.0335299006511379,0.0945138004702727,0.354761955230908,0.722767932179945,0.999982363306687,Not Significant,grey
ARHGEF11,ARHGEF11,2498.65880496918,0.0629932704561999,0.118923926239902,0.529693834099668,0.596324223680172,0.999982363306687,Not Significant,grey
ARHGEF12,ARHGEF12,11111.4715562959,0.0334134941393479,0.0814500015342997,0.410233192264299,0.681634894430685,0.999982363306687,Not Significant,grey
ARHGEF15,ARHGEF15,337.359045311905,0.354263203985011,0.258857768160001,1.36856315536971,0.171135867779266,0.999982363306687,Not Significant,grey
ARHGEF16,ARHGEF16,956.378694482133,-0.0520972843050292,0.164694970677761,-0.316325896842118,0.751755156724308,0.999982363306687,Not Significant,grey
ARHGEF17,ARHGEF17,4127.49371463246,0.045379258412677,0.102830148916102,0.441303050622844,0.658993617917085,0.999982363306687,Not Significant,grey
ARHGEF18,ARHGEF18,1970.40250485096,0.0785311375476255,0.124455362710498,0.630998422545287,0.528041555861725,0.999982363306687,Not Significant,grey
ARHGEF19,ARHGEF19,90.5501187601409,-0.0270428534339498,0.489851678063307,-0.0552062076032224,0.955974183527492,0.999982363306687,Not Significant,grey
ARHGEF2,ARHGEF2,1650.39615499433,0.00578900817007899,0.132954577657881,0.0435412474851018,0.96527008494848,0.999982363306687,Not Significant,grey
ARHGEF25,ARHGEF25,734.993233352731,-0.101323328321326,0.189856072536814,-0.533684948642762,0.593559524335857,0.999982363306687,Not Significant,grey
ARHGEF26,ARHGEF26,373.591967296256,-0.0319561734806389,0.247760454548009,-0.128980121298763,0.897373378334804,0.999982363306687,Not Significant,grey
ARHGEF28,ARHGEF28,1308.29448967886,0.1392107303616,0.143919389288405,0.967282664621589,0.33340274732772,0.999982363306687,Not Significant,grey
ARHGEF3,ARHGEF3,3355.89901679122,0.371467596970123,0.106115558592462,3.50059502958232,0.000464220694780572,0.0770370567169008,Not Significant,grey
ARHGEF33,ARHGEF33,47.5874015628794,0.046712032218063,0.676676217809114,0.0690315855481124,0.944964477828223,0.999982363306687,Not Significant,grey
ARHGEF34P,ARHGEF34P,291.885318910869,0.257991880744703,0.277446508562791,0.929879716566392,0.352433366055931,0.999982363306687,Not Significant,grey
ARHGEF35,ARHGEF35,55.850164395814,0.282211123775065,0.687511094222712,0.410482283335555,0.681452197166973,0.999982363306687,Not Significant,grey
ARHGEF37,ARHGEF37,926.292545870458,-0.148123960221356,0.17735040728524,-0.835205075019208,0.403602252742821,0.999982363306687,Not Significant,grey
ARHGEF38,ARHGEF38,111.506208682503,0.714115374813079,0.440379235148213,1.6215918413427,0.104890770715612,0.999982363306687,Not Significant,grey
ARHGEF4,ARHGEF4,438.496824530764,0.173622987664303,0.246657884549911,0.70390203816562,0.481493782102019,0.999982363306687,Not Significant,grey
ARHGEF40,ARHGEF40,2700.7486066819,-0.115510201436561,0.124126369350833,-0.930585515718106,0.352068009773458,0.999982363306687,Not Significant,grey
ARHGEF5,ARHGEF5,515.298469545796,0.132213991343929,0.213658092188092,0.618811063928884,0.536040832695365,0.999982363306687,Not Significant,grey
ARHGEF6,ARHGEF6,346.017820228956,-0.00191597739379021,0.258990749610476,-0.00739786033544386,0.994097415295197,0.999982363306687,Not Significant,grey
ARHGEF7,ARHGEF7,2990.06279823093,0.0514159051886155,0.113195060143385,0.454223931004467,0.649667660325997,0.999982363306687,Not Significant,grey
ARHGEF9,ARHGEF9,3287.42166890712,0.101757113159044,0.107106272565252,0.950057459025568,0.342083057442169,0.999982363306687,Not Significant,grey
ARID1A,ARID1A,4712.46816189569,0.115099035005883,0.0981851395043661,1.17226533044509,0.241090546334119,0.999982363306687,Not Significant,grey
ARID1B,ARID1B,3703.88203583645,0.0962996231833668,0.10272718377205,0.937430771946932,0.348537018368312,0.999982363306687,Not Significant,grey
ARID2,ARID2,1425.45425523297,-0.0803260899923964,0.139520834822072,-0.575728278108674,0.564798858445525,0.999982363306687,Not Significant,grey
ARID3A,ARID3A,1375.22711371002,-0.118703067520089,0.141569832809625,-0.838477132905248,0.401762785280761,0.999982363306687,Not Significant,grey
ARID3B,ARID3B,342.781094884148,-0.0122792382028476,0.257420320705627,-0.0477011223091805,0.96195443964946,0.999982363306687,Not Significant,grey
ARID4A,ARID4A,1275.5898556244,0.139465133296869,0.157784737216558,0.883894955603051,0.376752920545158,0.999982363306687,Not Significant,grey
ARID4B,ARID4B,2720.1289588998,0.0355391022672599,0.112543258969109,0.315781705566343,0.752168204980229,0.999982363306687,Not Significant,grey
ARID5A,ARID5A,560.075450090519,-0.181094263540057,0.210661268047493,-0.859646698315848,0.389983824871154,0.999982363306687,Not Significant,grey
ARID5B,ARID5B,2120.6764183548,-0.126857491866185,0.121034357033475,-1.04811142038867,0.294587275176641,0.999982363306687,Not Significant,grey
ARIH1,ARIH1,3461.48569831189,0.097964060629988,0.103841578316251,0.943399187670632,0.345476758526776,0.999982363306687,Not Significant,grey
ARIH2,ARIH2,2977.81129046719,0.12752359551337,0.113329818681338,1.12524309133452,0.260486037605772,0.999982363306687,Not Significant,grey
ARIH2OS,ARIH2OS,102.38077432082,-0.33750215130475,0.46140176474051,-0.731471305695069,0.46449132502618,0.999982363306687,Not Significant,grey
ARL1,ARL1,5149.54566578996,-0.0389485712410704,0.0937806180684477,-0.415315787454535,0.677910745465496,0.999982363306687,Not Significant,grey
ARL10,ARL10,1916.72739567746,0.152696479015415,0.125346917004107,1.21819094290458,0.223151420653074,0.999982363306687,Not Significant,grey
ARL11,ARL11,43.1642381173722,0.857908935852641,0.744551821760803,1.15224879018328,0.249218853748972,0.999982363306687,Not Significant,grey
ARL13B,ARL13B,587.817520787798,-0.117743973005463,0.201865332574789,-0.583279810870149,0.559704951250715,0.999982363306687,Not Significant,grey
ARL14EP,ARL14EP,1037.06600650835,-0.00287921193213681,0.158439885856049,-0.0181722671446048,0.985501426595367,0.999982363306687,Not Significant,grey
